OBJECTID;ID_ELEM;ID_PERC;ORIG;NOME;COD_ENTE;STATO;TIPO_ELE;SEDE;ID_SEDE;FITTIZIO;C_LARGH;C_TF;FLG_ST;NODO_INI;NODO_FIN;VISIBILE;PERCORSOAM;CLAS_AMM;ISTAT_ENTE;PERIMETRO;ORIG_FID
258374.000000;02173920188078;000000027131;2.00000000000;LOCALITA' STAZIONE QUERO-VAS;2.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;3.00000000000;21.0000000000;0E-11;0217392;0188078;1.00000000000;SR 348 FELTRINA (BL);2.00000000000;025042;111.06;9223
258375.000000;02157780217393;000000178901;2.00000000000;VIA SAN ROCCO;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;22.0000000000;0E-11;0215778;0217393;1.00000000000;VIA SAN ROCCO;4.00000000000;025033;70.74;9224
258378.000000;02173960215777;000000178882;2.00000000000;VIA LORETO;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;22.0000000000;0E-11;0217396;0215777;1.00000000000;VIA LORETO;4.00000000000;025033;54.35;8614
258380.000000;02118170217397;000000178869;2.00000000000;VIA COL VIDAL;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;1.00000000000;32.0000000000;0E-11;0211817;0217397;1.00000000000;VIA COL VIDAL;4.00000000000;025033;76.53;8615
258381.000000;02149350214285;000000176208;2.00000000000;SP 619 DI VIGO DI CADORE (BL);3.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;3.00000000000;21.0000000000;0E-11;0214935;0214285;1.00000000000;SP 619 DI VIGO DI CADORE (BL);3.00000000000;025065;371.09;8616
258382.000000;02170390157299;000000186027;2.00000000000;SS 51 DI ALEMAGNA (BL);1.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;3.00000000000;21.0000000000;0E-11;0217039;0157299;1.00000000000;SS 51 DI ALEMAGNA (BL);1.00000000000;025035;34.01;8617
258385.000000;02174000217396;000000178882;2.00000000000;VIA LORETO;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;22.0000000000;0E-11;0217400;0217396;1.00000000000;VIA LORETO;4.00000000000;025033;53.06;8618
258388.000000;02142860215833;000000176208;2.00000000000;SP 619 DI VIGO DI CADORE (BL);3.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;3.00000000000;21.0000000000;0E-11;0214286;0215833;1.00000000000;SP 619 DI VIGO DI CADORE (BL);3.00000000000;025065;2067.95;8685
258389.000000;02149280217400;000000178882;2.00000000000;VIA LORETO;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;1.00000000000;32.0000000000;0E-11;0214928;0217400;1.00000000000;VIA LORETO;4.00000000000;025033;101.48;9225
258395.000000;02116410182882;000000186029;2.00000000000;VIA VITTORIO VENETO;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0211641;0182882;1.00000000000;SS 50 DEL GRAPPA E DEL PASSO ROLLE (BL);1.00000000000;025006;458.48;9262
258396.000000;02124190212417;000000186029;2.00000000000;VIA T. VECELLIO;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0212419;0212417;1.00000000000;SS 50 DEL GRAPPA E DEL PASSO ROLLE (BL);1.00000000000;025006;99.00;9263
258397.000000;02058340197271;000000186029;2.00000000000;VIA CULIADA;1.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;3.00000000000;21.0000000000;0E-11;0205834;0197271;1.00000000000;SS 50 DEL GRAPPA E DEL PASSO ROLLE (BL);1.00000000000;025021;306.62;9301
